total_rides,start_station_name,lng,lat
1759,Malcolm X College Vaccination Site,-87.673895666992664,41.877614533683882
1744,Central Park Ave & Elbridge Ave,-87.716871650137591,41.935340242849747
1737,Kosciuszko Park,-87.723760723206652,41.930558762043752
1718,Winchester (Ravenswood) Ave & Balmoral Ave,-87.677542684447033,41.979764430378353
1716,Cottage Grove Ave & Oakwood Blvd,-87.607101764988442,41.822978011340325
1707,Cherry Ave & Blackhawk St,-87.655629302091413,41.907224607586414
1702,Halsted St & Archer Ave,-87.6468088435957,41.847196020634534
1698,Manor Ave & Leland Ave,-87.700827895848107,41.965869286248513
1680,Halsted St & 18th St (Temp),-87.64637171232134,41.858375998559509
1672,Western Ave & 21st St,-87.6858446824223,41.854095364001218
1671,Wentworth Ave & 35th St,-87.632503316187879,41.830782402304031
1633,Woodlawn Ave & Lake Park Ave,-87.597008746925951,41.814090117777127
1629,Avers Ave & Belmont Ave,-87.723567797734816,41.939406919785114
1625,South Shore Dr & 71st St,-87.565696556073874,41.766411179790794
1613,Shields Ave & 28th Pl,-87.635488575747146,41.842746930328616
1540,Halsted St & 18th St,-87.646213731876585,41.857510826136355
1491,Ogden Ave & Roosevelt Rd,-87.6846599113011,41.866506738866541
1476,W Oakdale Ave & N Broadway,-87.64,41.94
1444,Evanston Civic Center,-87.686564358040144,42.057038474632954
1410,Hermitage Ave & Polk St,-87.669894303035477,41.871514513375871
1306,Clinton St & Polk St,-87.640945917013781,41.871460210099521
1278,Western Ave & Lunt Ave,-87.690472020618074,42.008600530892
1276,Central St Metra,-87.6987124039028,42.063673271387124
1256,South Shore Dr & 67th St,-87.567483904195853,41.773643252977713
1247,Christiana Ave & Lawrence Ave,-87.7118340649639,41.968354111635904
1215,Drake Ave & Montrose Ave,-87.716579382691307,41.961158427185211
1210,Dorchester Ave & 49th St,-87.592467410867769,41.80578042601654
1207,California Ave & 21st St,-87.695767787183186,41.853799743869153
1205,Avondale Ave & Irving Park Rd,-87.731993697867281,41.953394253427362
1192,MLK Jr Dr & Pershing Rd,-87.616778360646,41.82459041875
1186,Loomis St & Archer Ave,-87.657441760404723,41.841637039291754
1150,Normal Ave & Archer Ave,-87.640588851200022,41.849527407930431
1137,Racine Ave & 13th St,-87.656973944678953,41.865044547000863
1132,Monticello Ave & Irving Park Rd,-87.7191022745671,41.954001611872791
1121,Prairie Ave & Garfield Blvd,-87.6187112954594,41.794852432792162
1104,Washtenaw Ave & Ogden Ave,-87.693469496023553,41.861924901793479
1080,Warren Park West,-87.688826675787055,42.0017871350648
1075,Bernard St & Elston Ave,-87.713950245962749,41.949925301897672
1074,Kedzie Ave & Leland Ave,-87.708068017458046,41.966681618864087
1071,Cottage Grove Ave & 51st St,-87.606613100420148,41.803033165564877
1071,Kedzie Ave & Foster Ave,-87.709266110971058,41.975671297591056
1066,Central St & Girard Ave,-87.68614762711077,42.064306027176336
1062,Cottage Grove Ave & 47th St,-87.606752081346571,41.809851726515994
1052,Racine Ave & 35th St,-87.656040731577974,41.830681535750948
1046,Clark St & Jarvis Ave,-87.675000899541118,42.015966080152978
1043,Western Ave & Granville Ave,-87.689444308600144,41.994167787181205
1036,Ashland Ave & Archer Ave,-87.665617880521211,41.839183955231654
1028,Central Park Ave & North Ave,-87.716637200875468,41.909653707363816
976,Valli Produce - Evanston Plaza,-87.699421851567635,42.039723976014358
955,Sawyer Ave & Irving Park Rd,-87.709315005256528,41.95360081743457
940,Elmwood Ave & Austin St,-87.684106058595731,42.025782403659591
936,Budlong Woods Library,-87.6964177721154,41.983674684113225
932,Calumet Ave & 51st St,-87.6180616930472,41.802287484656667
926,Prairie Ave & 43rd St,-87.619414927213839,41.8166608175054
902,Bosworth Ave & Howard St,-87.66954768702881,42.019535497638593
894,Clark St & Touhy Ave,-87.6743282062528,42.0125630623602
891,Kedzie Ave & Bryn Mawr Ave,-87.708943042906867,41.982006362031413
888,Warren Park East,-87.680652021621569,42.004555219234227
851,2112 W Peterson Ave,-87.68359206705054,41.991174367485321
820,MLK Jr Dr & 47th St,-87.616282906377975,41.809844996134167
812,California Ave & Lake St,-87.69629706763547,41.88445985809112
809,Drake Ave & Addison St,-87.7175936516193,41.947348883386887
785,Dorchester Ave & 63rd St,-87.591410876993592,41.780407469808914
780,DuSable Museum,-87.607853269641012,41.791559847076932
777,California Ave & 23rd Pl,-87.695149611853267,41.8491167819691
776,Western Ave & 24th St,-87.6851206230541,41.8484732847165
769,Cottage Grove Ave & 43rd St,-87.606584832717829,41.816495305981839
769,St. Louis Ave & Balmoral Ave,-87.716119248283519,41.98037827821846
763,State St & 29th St,-87.626943017103514,41.841708750406276
760,Cottage Grove Ave & 63rd St,-87.605826664039483,41.7806088721842
752,W Armitage Ave & N Sheffield Ave,-87.65,41.92
745,Leavitt St & Archer Ave,-87.680613964402653,41.8287818353423
744,Dodge Ave & Church St,-87.698282880860177,42.0483100183199
743,Conservatory Dr & Lake St,-87.716860204320284,41.885499401843887
742,Damen Ave & Wabansia Ave,-87.68,41.91
723,Keystone Ave & Fullerton Ave,-87.727865837538,41.92458474092669
723,Ridge Blvd & Howard St,-87.684523816348545,42.019269808243422
711,Western Ave & Howard St,-87.690044485119628,42.018915073994378
701,Lincolnwood Dr & Central St,-87.715303714950124,42.064837867574909
690,Keystone Ave & Montrose Ave,-87.728970220695615,41.961096495913047
658,Jeffery Blvd & 67th St,-87.577194985866257,41.773519238541049
648,Milwaukee Ave & Cuyler Ave,-87.749601452916636,41.954475372037052
635,Kedzie Ave & Chicago Ave,-87.70613400511813,41.895469246755873
634,Wood St & 35th St,-87.6703046435962,41.830113826577254
632,Ridge Blvd & Touhy Ave,-87.682914599873442,42.012132979256336
615,Kildare Ave & Montrose Ave,-87.735690050373961,41.961077897853663
615,Halsted St & 47th Pl,-87.645630887495969,41.808153151268321
613,Kedzie Ave & Lake St,-87.706310941582359,41.884595459543242
574,Halsted St & 37th St,-87.645722903884987,41.827066045522649
564,Maplewood Ave & Peterson Ave,-87.693373920833409,41.9902356591135
554,Damen Ave & Coulter St,-87.675643569873642,41.849197297797843
548,N Sheffield Ave & W Wellington Ave,-87.65,41.94
548,Indiana Ave & 40th St,-87.621538909233621,41.82167591027374
532,Central Ave & Chicago Ave,-87.764907609323316,41.894953937537622
528,Fairfield Ave & Roosevelt Rd,-87.6945205310795,41.866633585511359
524,Central Park Ave & Ogden Ave,-87.715112565477085,41.854016080381683
515,Union Ave & Root St,-87.643279384524334,41.819119898601976
512,Cornell Dr & Hayes Dr,-87.584884094160159,41.780591923730483
501,Oakley Ave & Touhy Ave,-87.68825089904189,42.012342624830318
489,Dodge Ave & Mulford St,-87.699608618568533,42.023523249141093
489,Hampden Ct & Diversey Ave,-87.64,41.93
487,South Shore Dr & 74th St,-87.5592509598563,41.762209466098589
474,Archer (Damen) Ave & 37th St,-87.683148391877566,41.826714207405075
471,Austin Blvd & Lake St,-87.774451684649691,41.887921245520168
466,Stony Island Ave & 64th St,-87.58665178480689,41.778879142618031
465,Chicago State University,-87.608325718709679,41.71896716215052
455,Wolcott Ave & Fargo Ave,-87.677729260461533,42.016960524945048
447,Damen Ave & Pershing Rd,-87.6766069637584,41.823191191610746
439,Pulaski Rd & Eddy St (Temp),-87.731039527836,41.946268643758536
438,Knox Ave & Montrose Ave,-87.745372716780793,41.960647635799077
425,Eberhart Ave & 61st St,-87.613293586964673,41.784120996494117
423,McClurg Ct & Ohio St,-87.617278562789579,41.8926389104019
411,Dodge Ave & Main St,-87.699173084233564,42.034706102287117
386,Stony Island Ave & 67th St,-87.585338354715,41.773457516683933
384,MLK Jr Dr & 56th St,-87.615853250390614,41.79343832018229
381,State St & 95th St,-87.622838684251946,41.721772177611555
377,Calumet Park,-87.530830791140616,41.713714091007972
365,Princeton Ave & 47th St,-87.633455987753422,41.809321420054786
361,Sacramento Blvd & Franklin Blvd,-87.702619409252051,41.890485951191145
346,Kilbourn Ave & Irving Park Rd,-87.740565807225408,41.953737316473983
345,N Southport Ave & W Newport Ave,-87.66,41.94
343,Stony Island Ave & 71st St,-87.58646531606415,41.766492675539361
337,Jeffery Blvd & 71st St,-87.576450329762608,41.76663285094957
336,Ashland Ave & Pershing Rd,-87.665582373571453,41.8234608705655
329,MLK Jr Dr & 63rd St,-87.615952247386019,41.780087445987846
316,Stony Island Ave & 75th St,-87.586889715253164,41.758669404272148
309,Princeton Ave & Garfield Blvd,-87.633122193139172,41.794980264627846
294,Ashland Ave & McDowell Ave,-87.664533281020411,41.808866247517
287,Kilbourn Ave & Milwaukee Ave,-87.7400051014286,41.947661791986064
284,N Carpenter St & W Lake St,-87.65,41.89
283,Western Blvd & 48th Pl,-87.683381991201387,41.805667017137807
282,Marshfield Ave & 44th St,-87.666610097517747,41.814004120638295
279,Kedzie Ave & 21st St,-87.705070482867342,41.853534411397852
277,Austin Blvd & Madison St,-87.774463162743672,41.880280056534296
277,Phillips Ave & 79th St,-87.565212776823117,41.751821226750906
276,Big Marsh Park,-87.573788099202929,41.685880784673913
275,State St & 79th St,-87.624432499309066,41.7507916420727
274,California Ave & 26th St,-87.695309648102182,41.84404173948905
273,State St & Pershing Rd,-87.6265726082784,41.823021674945075
268,Wabash Ave & 87th St,-87.6226338332463,41.736636843320909
266,Central Ave & Lake St,-87.765468543383463,41.88766501537593
260,Cottage Grove Ave & 67th St,-87.605634782384627,41.773722637884617
257,Austin Blvd & Chicago Ave,-87.774642077159513,41.894882312062229
256,Hoyne Ave & 47th St,-87.677191523007835,41.808226829179688
254,Albany Ave & 26th St,-87.702020835196834,41.844484231062985
253,Kedzie Ave & Roosevelt Rd,-87.706495320197675,41.866499315889328
248,Rainbow Beach,-87.549380801895182,41.757874670282263
243,Millard Ave & 26th St,-87.7159464712346,41.844539362222235
239,Central Park Blvd & 5th Ave,-87.715483846108782,41.8756785093724
221,Lawndale Ave & 111th St,-87.712870092488714,41.691315001266972
218,Central Ave & Madison St,-87.763235467935786,41.880123240871562
217,Wentworth Ave & 63rd St,-87.6297599058986,41.780078186682019
215,Prospect Sq & 91st St,-87.667556370558117,41.728149223162774
211,Greenwood Ave & 97th St,-87.597008640426552,41.718704882085312
208,State St & Chicago Ave,-87.628597084134626,41.896649125048086
202,Dauphin Ave & 87th St,-87.601259699504965,41.736537594257413
202,State St & 54th St,-87.625923433118814,41.79663582589108
200,Cottage Grove Ave & 83rd St,-87.604842737399991,41.74344221165
197,Pulaski Rd & Lake St,-87.72658183583755,41.88538277
196,Burnham Greenway & 105th St,-87.52829763193877,41.704594875306121
195,Hale Ave & 107th St,-87.668889951897427,41.699207748051286
193,Exchange Ave & 79th St,-87.552812954300521,41.751723815025919
193,Morgan St & Pershing Rd,-87.650924216891184,41.823620573264243
193,Halsted & 63rd - Kennedy-King Vaccination Site,-87.644634435233158,41.779383860932633
192,Stony Island Ave & 82nd St,-87.585997514739589,41.746555398489562
182,Yates Blvd & 75th St,-87.566439612692321,41.758764500934063
179,Walden Pkwy & 100th St,-87.66772725698327,41.712185998268154
179,Jeffery Blvd & 76th St,-87.575842242402231,41.757121150223469
176,Vernon Ave & 79th St,-87.613791597500025,41.750950031363658
172,Ellis Ave & 83rd St,-87.599043183953526,41.744124141511627
171,Perry Ave & 69th St,-87.628206777251478,41.769288893157906
169,Eberhart Ave & 91st St,-87.610732449526623,41.7293242095858
168,Base - 2132 W Hubbard Warehouse,-87.68076890279761,41.889175999285712
167,Kedzie Ave & 24th St,-87.70541954281434,41.848195487664668
167,Baltimore Ave & 87th St,-87.548499946706585,41.737337069341329
166,Kedzie Ave & Harrison St,-87.704875460180745,41.8736065610241
165,State St & 123rd St,-87.62271857903032,41.670663933939394
165,Western Ave & 111th St,-87.681301896666653,41.691210021090896
157,W Washington Blvd & N Peoria St,-87.65,41.88
156,Loomis Blvd & 84th St,-87.658414118012814,41.741510879166668
153,Cottage Grove Ave & 78th St,-87.605024200326767,41.753176697124189
150,Laramie Ave & Kinzie St,-87.755553470066673,41.887830093266665
150,Stony Island Ave & South Chicago Ave,-87.585336839133333,41.751169563266686
149,Long & Irving Park,-87.76,41.95
149,Stewart Ave & 83rd St,-87.634089941812093,41.743717465436234
148,Greenwood Ave & 79th St,-87.597540829932427,41.75129321506757
148,Laramie Ave & Madison St,-87.75535100222973,41.880214084527033
147,Cottage Grove Ave & 111th Pl,-87.610002232312908,41.691693269795913
146,Cicero Ave & Lake St,-87.745284379863008,41.886851982191772
146,Cottage Grove Ave & 71st St,-87.604967195547928,41.76572023698629
145,Central Park Ave & 24th St,-87.71507464951722,41.848102554068966
142,Clyde Ave & 87th St,-87.572731309225361,41.737156748169021
141,Central Ave & Harrison St,-87.764497732765946,41.872994512907788
141,Stony Island Ave & 90th St,-87.585763246312027,41.731395516879445
138,Homewood Ave & 115th St,-87.670789406956544,41.684591612463777
134,Commercial Ave & 130th St,-87.550778541865668,41.659148254029851
134,Western Ave & 104th St,-87.681168982761193,41.704601543358208
133,Pulaski Rd & Congress Pkwy,-87.725755799699243,41.874328123308267
132,Ashland Ave & 50th St,-87.664697137424241,41.803020758787881
132,Elizabeth St & 92nd St,-87.65429769,41.726809402651526
131,Major Taylor Trail & 115th St,-87.645290610305324,41.684948066488552
131,East End Ave & 87th St,-87.582811086641215,41.736801581526734
130,Eggleston Ave & 92nd St,-87.634863649769244,41.72761177923077
129,Ashland Ave & 63rd St,-87.664877084031019,41.779373557984506
128,N Paulina St & Lincoln Ave,-87.67,41.94
127,Kostner Ave & Adams St,-87.735789161338587,41.877916542047238
125,Vernon Ave & 75th St,-87.61414249624,41.75835827336
123,Western & 28th - Velasquez Institute Vaccination Site,-87.685133404959373,41.841520865365851
121,Marquette Ave & 89th St,-87.558362333057872,41.733671888429761
121,Shields Ave & 43rd St,-87.634725553801658,41.816194455619836
121,Stewart Ave & 63rd St,-87.634770972561967,41.779842605454547
118,Evans Ave & 75th St,-87.606415916440682,41.758494188050854
114,Damen Ave & 59th St,-87.67409698482453,41.785706450964909
112,Eggleston Ave & 69th St,-87.635868127857137,41.76889966375
110,Lockwood Ave & Wrightwood Ave,-87.76,41.93
109,Racine Ave & Garfield Blvd,-87.655080207889924,41.794230012293575
106,Commercial Ave & 83rd St,-87.551210086603788,41.7446211618868
106,May St & 69th St,-87.652930452547167,41.76894643292453
103,Latrobe Ave & Chicago Ave,-87.756893587378656,41.894737221747569
103,Milwaukee Ave & Fullerton Ave,-87.7,41.92
101,Bradley Park,-87.564608578613857,41.717896278712871
101,South Chicago Ave & 83rd St,-87.575223735940611,41.743918232772259
100,Karlov Ave & Madison St,-87.7279209902,41.8808505933
100,Ashland Ave & Garfield Blvd,-87.664425425099992,41.792841443299992
100,Houston Ave & 92nd St,-87.549652530300008,41.7281999073
100,Ashland Ave & 74th St,-87.663476277500024,41.7592190013
100,Halsted St & 96th St,-87.642960074900017,41.719714223500013
99,Major Taylor Trail & 124th St,-87.6371573439394,41.668708464747482
97,Indiana Ave & 103rd St,-87.618429049484533,41.707171951855678
97,Kilbourn & Roscoe,-87.74,41.94
96,Dauphin Ave & 103rd St,-87.6076655284375,41.707265045208324
95,Halsted St & 51st St,-87.645219847368423,41.80181039747368
94,Vincennes Ave & 104th St,-87.656973128297864,41.70494062106382
93,Oglesby Ave & 100th St,-87.5658506392473,41.713375658172033
93,Avenue O & 134th St,-87.53962648000001,41.651897833548389
92,Michigan Ave & 71st St,-87.62174148565218,41.765287010869564
89,Ewing Ave & Burnham Greenway,-87.534745403595508,41.71273014865168
88,Damen Ave & 51st St,-87.6746772631818,41.800911344545455
88,Phillips Ave & 83rd St,-87.565066469659087,41.744532838977271
88,Halsted St & 56th St,-87.644995384545453,41.792943874204553
87,Long Ave & Belmont Ave,-87.76,41.94
86,Kostner Ave & Wrightwood Ave,-87.74,41.93
86,Ashland Ave & 78th St,-87.663747855930239,41.752219644883724
85,Kenton Ave & Madison St,-87.741019639176486,41.880706405882343
83,Loomis St & 89th St,-87.65807982915662,41.732449555180729
82,Halsted St & 78th St,-87.643818866463391,41.752507000975612
82,Kostner Ave & Lake St,-87.735400298902434,41.8859304002439
82,WEST CHI-WATSON,-87.730872353292682,41.894742846097564
82,Kedzie Ave & 110th St,-87.700960105487809,41.692390709146331
81,Summit Ave & 86th St,-87.644890465802462,41.737847873209887
81,Halsted St & 111th St,-87.64263951444444,41.692267209382713
81,Elizabeth St & 47th St,-87.656530343580258,41.808394839382721
81,Vernon Ave & 107th St,-87.6122859625926,41.700152915925933
81,Avenue O & 118th St,-87.537967100370381,41.681019518641975
81,Bennett Ave & 79th St,-87.578500623456776,41.751795207901225
80,Yates Blvd & 93rd St,-87.566336948125013,41.726159111250006
78,Cicero Ave & Flournoy St,-87.7466294424359,41.87213194423078
77,Throop St & 52nd St,-87.657194682337675,41.799663931168823
77,Halsted St & 73rd St,-87.6441283368831,41.761623252987008
77,Constance Ave & 95th St,-87.578967754545445,41.72223673064935
76,Michigan Ave & 114th St,-87.621087670000023,41.687014000131576
76,Cicero Ave & Quincy St,-87.7454054244737,41.877612774078948
76,Halsted St & 104th St,-87.642419046315766,41.705157836052635
75,Wentworth Ave & 104th St,-87.629079602266671,41.7053280708
74,Halsted St & 69th St,-87.644612675945936,41.769058436081075
74,Eberhart Ave & 131st St,-87.610752017027025,41.658128911351348
74,Calumet Ave & 71st St,-87.616922026216216,41.76550935513513
72,Rhodes Ave & 71st St,-87.611730472222234,41.766000932777771
72,Meade Ave & Addison St,-87.78,41.95
71,Ashland Ave & 66th St,-87.663794157464778,41.774082453098586
71,Narragansett & Wrightwood,-87.79,41.93
69,Kilbourn & Belden,-87.74,41.92
69,Mulligan Ave & Wellington Ave,-87.78,41.93
69,Oak Park & Wellington,-87.8,41.93
67,Kilpatrick Ave & Parker Ave,-87.74,41.93
67,Lamon Ave & Belmont Ave,-87.75,41.94
65,Vincennes Ave & 75th St,-87.631205991999977,41.757963635846153
65,Elston Ave & George St,-87.69,41.93
64,Mason Ave & Belmont Ave,-87.77,41.94
63,Laramie Ave & Gladys Ave,-87.75529864809522,41.875810661428567
63,MLK Jr Dr & 83rd St,-87.614802537142864,41.743113264444446
63,Seeley Ave & Garfield Blvd,-87.675486320158726,41.794093116190474
61,Hegewisch Metra Station,-87.54615711999999,41.648542680000006
61,Nordica & Medill,-87.8,41.92
61,Rockwell St & Fletcher St,-87.69,41.94
61,Spaulding Ave & 16th St,-87.71,41.86
61,Kedzie Ave & George St,-87.71,41.93
59,Lawndale Ave & 30th St,-87.72,41.84
56,Ada St & 113th St,-87.655423326428561,41.687564514107137
54,Central Park Ave & Douglas Blvd,-87.72,41.86
53,W 103rd St & S Avers Ave,-87.72,41.71
53,Marshfield Ave & 59th St,-87.666200707924546,41.786805883962266
53,Altgeld Gardens,-87.598820899433946,41.656805536037744
53,Wabash Ave & 83rd St,-87.6228419981132,41.743316313018873
52,Western Ave & Gunnison St,-87.69,41.97
51,Plainfield & Irving Park,-87.83,41.95
51,Narragansett Ave & School St,-87.79,41.94
49,Central Ave & Roscoe St,-87.77,41.94
49,Albany Ave & Belmont Ave,-87.71,41.94
48,Lamon Ave & Armitage Ave,-87.75,41.92
48,Homan Ave & Fillmore St,-87.71,41.87
48,Lavergne & Fullerton,-87.75,41.92
47,Torrence Ave & 106th St,-87.559815273617019,41.702830564893617
45,Woodlawn Ave & 75th St,-87.595756655555576,41.759168452000004
45,Troy St & Grace St,-87.71,41.95
44,Racine Ave & 65th St,-87.654305822045458,41.77539495818182
44,Harlem & Irving Park,-87.81,41.95
43,Meade Ave & Diversey Ave,-87.78,41.93
43,Greenwood Ave & 91st St,-87.59728991139535,41.72835047069767
43,Commercial Ave & 100th St,-87.551154784418614,41.713315472558143
41,Oketo Ave & Addison St,-87.81,41.941707317073167
41,Torrence Ave & 126th Pl,-87.557209966829276,41.666291686585367
41,Racine Ave & 61st St,-87.654363912439038,41.783186725609752
40,Narragansett & Irving Park,-87.79,41.95
40,Tripp Ave & 31st St,-87.73,41.84
40,Halsted St & 59th St,-87.644874820500007,41.7875484625
39,Elizabeth St & 59th St,-87.6554155048718,41.787846399743586
39,Central Ave & Parker Ave,-87.77,41.93
39,Long Ave & Belden Ave,-87.76,41.92
38,Sayre & Diversey,-87.8,41.93
38,Lincoln Ave & Balmoral Ave,-87.69,41.98
37,Kedzie Ave & 48th Pl,-87.7,41.8
36,Keeler Ave & Roosevelt Rd,-87.73,41.87
36,Orange & Addison,-87.82,41.94
35,State St & 76th St,-87.624612942857155,41.756991234
34,Carpenter St & 63rd St,-87.65090766176472,41.7798858282353
34,California Ave & Winona St,-87.7,41.97
33,Major Ave & Bloomingdale Ave,-87.77,41.91
31,Kedzie Ave & 52nd St,-87.7,41.8
31,Komensky Ave & 31st St,-87.73,41.84
30,Elston Ave & Henderson St,-87.7,41.94
30,South Chicago Ave & Elliot Ave,-87.580037733333327,41.747353910666675
28,Pulaski Rd & 21st St,-87.72,41.85
28,Lawler Ave & 50th St,-87.75,41.8
27,Rockwell St & Archer Ave,-87.69,41.82
25,Western Ave & Grace St,-87.69,41.95
25,North Ave & New England Ave,-87.8,41.91
24,Harlem Ave & Grace St,-87.81,41.95
24,Maryland Ave & 104th St,-87.6,41.71
24,Pulaski Rd & 51st St,-87.72,41.8
24,Rockwell St & Cermak Rd,-87.69,41.85
23,Roscoe & Harlem,-87.81,41.94
23,Lavergne Ave & Division St,-87.75,41.9
23,Menard Ave & Division St,-87.77,41.9
23,Sacramento Ave & Pershing Rd,-87.7,41.82
21,Bloomingdale Ave & Harlem Ave,-87.81,41.91
21,Cicero Ave & Grace St,-87.75,41.95
21,Artesian Ave & 55th St,-87.69,41.79
21,Rockwell St & 57th St,-87.69,41.79
21,Damen Ave & 33rd St,-87.68,41.83
21,Virginia Ave & Catalpa Ave,-87.704761904761909,41.98
20,Kedzie Ave & 57th St,-87.7,41.79
20,Kenosha & Wellington,-87.73,41.93
20,Hoyne Ave & 34th St,-87.68,41.83
20,Harding Ave & 26th St,-87.72,41.84
19,Kedzie Ave & 104th St,-87.7,41.7
18,Tripp Ave & 65th St,-87.73,41.77
18,Tripp Ave & 15th St,-87.73,41.86
18,Lawndale Ave & 16th St,-87.72,41.86
18,Francisco Ave & Bloomingdale Ave,-87.7,41.91
18,Ping Tom Park (East),-87.63,41.86
17,Sacramento Blvd & Addison St,-87.7,41.95
17,Kildare Ave & Division St,-87.73,41.9
17,Panama Ave & Grace St,-87.83,41.95
17,Narragansett & McLean,-87.79,41.92
16,Woodlawn & 103rd - Olive Harvey Vaccination Site,-87.59,41.71
16,S Aberdeen St & W 106th St,-87.65,41.7
16,Monticello Ave & Chicago Ave,-87.72,41.9
16,Central Park & Augusta Blvd,-87.72,41.9
15,Richmond St & 59th St,-87.7,41.79
15,Long Ave & North Ave,-87.76,41.91
15,Spaulding Ave & 63rd St,-87.71,41.78
15,Archer Ave & 43rd St,-87.7,41.82
15,Springfield Ave & 47th St,-87.72,41.81
15,Richmond St & Lincoln Ave,-87.7,41.99
14,Parkside Ave & Armitage Ave,-87.77,41.92
14,Whipple/Irving Park,-87.7,41.95
14,Francisco Ave & Montrose Ave,-87.7,41.96
12,Sacramento Blvd & Fulton Ave,-87.7,41.89
12,Maplewood Ave & 59th St,-87.69,41.79
12,Fairfield Ave & 44th St,-87.69,41.81
12,Mozart St & Jackson Blvd,-87.7,41.88
11,Lavergne Ave & 46th St,-87.75,41.81
11,Central Park Ave & Ohio St,-87.72,41.89
11,St Louis Ave & Norman Bobbins Ave,-87.71,41.79
11,Kostner Ave & 63rd St,-87.73,41.78
11,Kenneth Ave & 50th St,-87.73,41.8
11,Kildare Ave & Chicago Ave,-87.73,41.9
11,N Damen Ave & W Chicago Ave,-87.68,41.9
11,N Clark St & W Elm St,-87.63,41.9
10,Leamington Ave & Hirsch St,-87.75,41.91
10,Kilpatrick Ave & Grand Ave,-87.74,41.91
10,Western Ave & 62nd St,-87.68,41.78
9,Hamlin Ave & 62nd Pl,-87.72,41.78
9,California Ave & 36th St,-87.69,41.83
9,Doty Ave & 111th St,-87.598740072222228,41.695038878888887
8,Kildare Ave & 26th St,-87.73,41.84
8,Komensky Ave & 55th St,-87.72,41.79
8,Pulaski Rd & 60th St,-87.72,41.78
8,Francisco Ave & 47th St,-87.7,41.81
8,Avenue L & 114th St,-87.54,41.69
7,Western Ave & Ardmore Ave,-87.69,41.99
7,Western Ave & Lake St,-87.69,41.88
6,Lamon Ave & Chicago Ave,-87.75,41.9
6,Pulaski & Ann Lurie Pl,-87.72,41.82
6,S Michigan Ave & E 118th St,-87.62,41.68
6,Lincoln Ave & Peterson Ave,-87.71,41.99
5,Washtenaw Ave & Peterson Ave,-87.7,41.99
5,St Louis Ave & 59th St,-87.71,41.79
5,Menard Ave & North Ave,-87.77,41.91
5,Kildare Ave & 55th St,-87.73,41.79
5,S Wentworth Ave & W 111th St,-87.63,41.69
4,DIVVY CASSETTE REPAIR MOBILE STATION,-87.6167456675,41.881001582500005
4,California Ave & Marquette Rd,-87.69,41.77
4,Augusta Blvd & Laramie Ave,-87.76,41.9
3,California Ave & 29th St,-87.69,41.84
3,Kedzie Ave & 45th St,-87.7,41.81
3,Campbell Ave & 51st St,-87.69,41.8
3,Kildare Ave & 47th St,-87.73,41.81
3,Sacramento Ave & 25th St,-87.7,41.85
3,Francisco Ave & Hollywood Ave,-87.7,41.98
3,Lincoln Ave & Roscoe St - Charging,-87.670971409999993,41.94338675
2,Olive Harvey College,-87.590226795,41.709523704999995
2,Washtenaw Ave & Polk St,-87.69,41.87
2,Washtenaw Ave & Madison St,-87.69,41.88
2,N Shore Channel Trail & Argyle Ave,-87.7,41.97
1,351,-87.78,41.93
1,Lyft Driver Center Private Rack,-87.66,41.9
1,Pawel Bialowas - Test- PBSC charging station,-73.79647696,45.63503432
1,Indiana Ave & 133rd St,-87.62,41.65
1,Fullerton & Monitor,-87.77,41.92
1,Whipple St & Roosevelt Rd,-87.7,41.87
1,Sacramento Blvd & Polk St,-87.7,41.87
1,Throop/Hastings Mobile Station,-87.65911079,41.85156047
1,Hastings WH 2,-87.67966425,41.86353314
1,N Hampden Ct & W Diversey Ave,-87.64,41.93
